X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-101.2574,21.019,397,Guanajuato,Mexico,2020/12/12 01:27:11+00,21.019,-101.2574,69826,0,4405,65421,,,"Guanajuato, Mexico"
-99.5451,17.4392,398,Guerrero,Mexico,2020/12/12 01:27:11+00,17.4392,-99.5451,24417,0,2549,21868,,,"Guerrero, Mexico"
-98.7624,20.0911,399,Hidalgo,Mexico,2020/12/12 01:27:11+00,20.0911,-98.7624,20834,0,2921,17913,,,"Hidalgo, Mexico"
-103.3494,20.6595,400,Jalisco,Mexico,2020/12/12 01:27:11+00,20.6595,-103.3494,44832,0,5139,39693,,,"Jalisco, Mexico"
-99.7233,19.4969,401,Mexico,Mexico,2020/12/12 01:27:11+00,19.4969,-99.7233,121562,0,16517,105045,,,"Mexico, Mexico"
-101.7068,19.5665,402,Michoacan,Mexico,2020/12/12 01:27:11+00,19.5665,-101.7068,29765,0,2446,27319,,,"Michoacan, Mexico"
-99.1013,18.6813,403,Morelos,Mexico,2020/12/12 01:27:11+00,18.6813,-99.1013,8482,0,1338,7144,,,"Morelos, Mexico"
-104.8455,21.7514,404,Nayarit,Mexico,2020/12/12 01:27:11+00,21.7514,-104.8455,7433,0,971,6462,,,"Nayarit, Mexico"
-99.9962,25.5922,405,Nuevo Leon,Mexico,2020/12/12 01:27:11+00,25.5922,-99.9962,71981,0,4765,67216,,,"Nuevo Leon, Mexico"
-96.7266,17.0732,406,Oaxaca,Mexico,2020/12/12 01:27:11+00,17.0732,-96.7266,25671,0,1995,23676,,,"Oaxaca, Mexico"
-98.2063,19.0414,407,Puebla,Mexico,2020/12/12 01:27:11+00,19.0414,-98.2063,41915,0,5314,36601,,,"Puebla, Mexico"
-100.3899,20.5888,408,Queretaro,Mexico,2020/12/12 01:27:11+00,20.5888,-100.3899,25852,0,1560,24292,,,"Queretaro, Mexico"
-88.4791,19.1817,409,Quintana Roo,Mexico,2020/12/12 01:27:11+00,19.1817,-88.4791,14878,0,1968,12910,,,"Quintana Roo, Mexico"
-100.9855,22.1565,410,San Luis Potosi,Mexico,2020/12/12 01:27:11+00,22.1565,-100.9855,36729,0,2739,33990,,,"San Luis Potosi, Mexico"
-107.4795,25.1721,411,Sinaloa,Mexico,2020/12/12 01:27:11+00,25.1721,-107.4795,25189,0,4071,21118,,,"Sinaloa, Mexico"
-110.3309,29.2972,412,Sonora,Mexico,2020/12/12 01:27:11+00,29.2972,-110.3309,46384,0,3622,42762,,,"Sonora, Mexico"
-92.6189,17.8409,413,Tabasco,Mexico,2020/12/12 01:27:11+00,17.8409,-92.6189,39102,0,3090,36012,,,"Tabasco, Mexico"
-98.8363,24.2669,414,Tamaulipas,Mexico,2020/12/12 01:27:11+00,24.2669,-98.8363,36884,0,3073,33811,,,"Tamaulipas, Mexico"
-98.2404,19.3139,415,Tlaxcala,Mexico,2020/12/12 01:27:11+00,19.3139,-98.2404,9819,0,1307,8512,,,"Tlaxcala, Mexico"
,,416,Unknown,Mexico,2020/12/12 01:27:11+00,,,0,896130,0,-896130,,,"Unknown, Mexico"
-96.1342,19.1738,417,Veracruz,Mexico,2020/12/12 01:27:11+00,19.1738,-96.1342,40785,0,6043,34742,,,"Veracruz, Mexico"
-89.0943,20.7099,418,Yucatan,Mexico,2020/12/12 01:27:11+00,20.7099,-89.0943,24924,0,2082,22842,,,"Yucatan, Mexico"
-102.5832,22.7709,419,Zacatecas,Mexico,2020/12/12 01:27:11+00,22.7709,-102.5832,18678,0,1523,17155,,,"Zacatecas, Mexico"
28.3699,47.4116,420,,Moldova,2020/12/12 01:27:11+00,47.4116,28.3699,124264,106471,2521,15272,,,Moldova
7.4167,43.7333,421,,Monaco,2020/12/12 01:27:11+00,43.7333,7.4167,659,594,3,62,,,Monaco
103.8467,46.8625,422,,Mongolia,2020/12/12 01:27:11+00,46.8625,103.8467,905,384,0,521,,,Mongolia
19.37439,42.708678,423,,Montenegro,2020/12/12 01:27:11+00,42.708678,19.37439,40546,29462,569,10515,,,Montenegro
-7.0926,31.7917,424,,Morocco,2020/12/12 01:27:11+00,31.7917,-7.0926,394564,349821,6542,38201,,,Morocco
35.529562,-18.665695,425,,Mozambique,2020/12/12 01:27:11+00,-18.665695,35.529562,16680,14793,139,1748,,,Mozambique
18.4904,-22.9576,426,,Namibia,2020/12/12 01:27:11+00,-22.9576,18.4904,16097,14332,160,1605,,,Namibia
84.25,28.1667,427,,Nepal,2020/12/12 01:27:11+00,28.1667,84.25,246694,232872,1674,12148,,,Nepal
-69.9683,12.5211,428,Aruba,Netherlands,2020/12/12 01:27:11+00,12.5211,-69.9683,5031,4879,46,106,,,"Aruba, Netherlands"
-68.2385,12.1784,429,"Bonaire, Sint Eustatius and Saba",Netherlands,2020/12/12 01:27:11+00,12.1784,-68.2385,172,160,3,9,,,"Bonaire, Sint Eustatius and Saba, Netherlands"
-68.99,12.1696,430,Curacao,Netherlands,2020/12/12 01:27:11+00,12.1696,-68.99,3501,1638,10,1853,,,"Curacao, Netherlands"
6.618435,52.862485,431,Drenthe,Netherlands,2020/12/12 01:27:11+00,52.862485,6.618435,8829,0,117,8712,,,"Drenthe, Netherlands"
5.515162,52.550383,432,Flevoland,Netherlands,2020/12/12 01:27:11+00,52.550383,5.515162,13222,0,149,13073,,,"Flevoland, Netherlands"
5.7925,53.087337,433,Friesland,Netherlands,2020/12/12 01:27:11+00,53.087337,5.7925,10128,0,143,9985,,,"Friesland, Netherlands"
5.939114,52.061738,434,Gelderland,Netherlands,2020/12/12 01:27:11+00,52.061738,5.939114,61215,0,1119,60096,,,"Gelderland, Netherlands"
6.741514,53.217922,435,Groningen,Netherlands,2020/12/12 01:27:11+00,53.217922,6.741514,10125,0,58,10067,,,"Groningen, Netherlands"
5.93387,51.209227,436,Limburg,Netherlands,2020/12/12 01:27:11+00,51.209227,5.93387,30411,0,914,29497,,,"Limburg, Netherlands"
5.184942,51.561174,437,Noord-Brabant,Netherlands,2020/12/12 01:27:11+00,51.561174,5.184942,94581,0,2136,92445,,,"Noord-Brabant, Netherlands"
4.918688,52.600906,438,Noord-Holland,Netherlands,2020/12/12 01:27:11+00,52.600906,4.918688,105492,0,1385,104107,,,"Noord-Holland, Netherlands"
6.441722,52.444558,439,Overijssel,Netherlands,2020/12/12 01:27:11+00,52.444558,6.441722,36561,0,572,35989,,,"Overijssel, Netherlands"
-63.0548,18.0425,440,Sint Maarten,Netherlands,2020/12/12 01:27:11+00,18.0425,-63.0548,1201,1058,26,117,,,"Sint Maarten, Netherlands"
,,441,Unknown,Netherlands,2020/12/12 01:27:11+00,,,3181,0,32,3149,,,"Unknown, Netherlands"
5.163824,52.084251,442,Utrecht,Netherlands,2020/12/12 01:27:11+00,52.084251,5.163824,50466,0,745,49721,,,"Utrecht, Netherlands"
3.861559,51.47936,443,Zeeland,Netherlands,2020/12/12 01:27:11+00,51.47936,3.861559,7284,0,105,7179,,,"Zeeland, Netherlands"
4.462114,51.937835,444,Zuid-Holland,Netherlands,2020/12/12 01:27:11+00,51.937835,4.462114,163028,0,2491,160537,,,"Zuid-Holland, Netherlands"
174.886,-40.9006,445,,New Zealand,2020/12/12 01:27:11+00,-40.9006,174.886,2092,2010,25,57,,,New Zealand
-85.207229,12.865416,446,,Nicaragua,2020/12/12 01:27:11+00,12.865416,-85.207229,5887,4225,162,1500,,,Nicaragua
8.081666,17.607789,447,,Niger,2020/12/12 01:27:11+00,17.607789,8.081666,2160,1269,80,811,,,Niger
8.6753,9.082,448,,Nigeria,2020/12/12 01:27:11+00,9.082,8.6753,72140,65722,1190,5228,,,Nigeria
21.7453,41.6086,449,,North Macedonia,2020/12/12 01:27:11+00,41.6086,21.7453,72044,48170,2077,21797,,,North Macedonia
8.4689,60.472,450,,Norway,2020/12/12 01:27:11+00,60.472,8.4689,40439,17998,387,22054,,,Norway
55.923255,21.512583,451,,Oman,2020/12/12 01:27:11+00,21.512583,55.923255,125669,117327,1463,6879,,,Oman
73.947253,34.027401,452,Azad Jammu and Kashmir,Pakistan,2020/12/12 01:27:11+00,34.027401,73.947253,7578,6008,186,1384,,,"Azad Jammu and Kashmir, Pakistan"
65.898403,28.328492,453,Balochistan,Pakistan,2020/12/12 01:27:11+00,28.328492,65.898403,17650,16960,173,517,,,"Balochistan, Pakistan"
74.982138,35.792146,454,Gilgit-Baltistan,Pakistan,2020/12/12 01:27:11+00,35.792146,74.982138,4770,4539,98,133,,,"Gilgit-Baltistan, Pakistan"
73.121219,33.665087,455,Islamabad,Pakistan,2020/12/12 01:27:11+00,33.665087,73.121219,34014,27205,353,6456,,,"Islamabad, Pakistan"
72.09169,34.485332,456,Khyber Pakhtunkhwa,Pakistan,2020/12/12 01:27:11+00,34.485332,72.09169,51172,45129,1450,4593,,,"Khyber Pakhtunkhwa, Pakistan"
72.139132,30.811346,457,Punjab,Pakistan,2020/12/12 01:27:11+00,30.811346,72.139132,125897,114647,3284,7966,,,"Punjab, Pakistan"
68.776807,26.009446,458,Sindh,Pakistan,2020/12/12 01:27:11+00,26.009446,68.776807,191246,164604,3109,23533,,,"Sindh, Pakistan"
-80.7821,8.538,459,,Panama,2020/12/12 01:27:11+00,8.538,-80.7821,187779,159070,3309,25400,,,Panama
143.95555,-6.314993,460,,Papua New Guinea,2020/12/12 01:27:11+00,-6.314993,143.95555,720,601,8,111,,,Papua New Guinea
-58.4438,-23.4425,461,,Paraguay,2020/12/12 01:27:11+00,-23.4425,-58.4438,92113,65176,1927,25010,,,Paraguay
-78.050172,-5.077253,462,Amazonas,Peru,2020/12/12 01:27:11+00,-5.077253,-78.050172,18173,0,244,17929,,,"Amazonas, Peru"
-77.671795,-9.407125,463,Ancash,Peru,2020/12/12 01:27:11+00,-9.407125,-77.671795,29336,0,1453,27883,,,"Ancash, Peru"
-72.975378,-14.027713,464,Apurimac,Peru,2020/12/12 01:27:11+00,-14.027713,-72.975378,6834,0,145,6689,,,"Apurimac, Peru"
-72.475539,-15.843524,465,Arequipa,Peru,2020/12/12 01:27:11+00,-15.843524,-72.475539,46910,0,1552,45358,,,"Arequipa, Peru"
-74.08344,-14.091648,466,Ayacucho,Peru,2020/12/12 01:27:11+00,-14.091648,-74.08344,14803,0,362,14441,,,"Ayacucho, Peru"
-78.745596,-6.430284,467,Cajamarca,Peru,2020/12/12 01:27:11+00,-6.430284,-78.745596,24311,0,580,23731,,,"Cajamarca, Peru"
-77.136042,-11.954609,468,Callao,Peru,2020/12/12 01:27:11+00,-11.954609,-77.136042,41653,0,1928,39725,,,"Callao, Peru"
-72.153609,-13.191068,469,Cusco,Peru,2020/12/12 01:27:11+00,-13.191068,-72.153609,24416,0,512,23904,,,"Cusco, Peru"
-75.00277,-13.023888,470,Huancavelica,Peru,2020/12/12 01:27:11+00,-13.023888,-75.00277,7752,0,137,7615,,,"Huancavelica, Peru"
-76.040642,-9.421676,471,Huanuco,Peru,2020/12/12 01:27:11+00,-9.421676,-76.040642,19539,0,461,19078,,,"Huanuco, Peru"
-75.574821,-14.235097,472,Ica,Peru,2020/12/12 01:27:11+00,-14.235097,-75.574821,31311,0,1740,29571,,,"Ica, Peru"
-74.876968,-11.541783,473,Junin,Peru,2020/12/12 01:27:11+00,-11.541783,-74.876968,26184,0,922,25262,,,"Junin, Peru"
-78.370238,-7.92139,474,La Libertad,Peru,2020/12/12 01:27:11+00,-7.92139,-78.370238,36096,0,2405,33691,,,"La Libertad, Peru"
-79.824113,-6.353049,475,Lambayeque,Peru,2020/12/12 01:27:11+00,-6.353049,-79.824113,31712,0,1878,29834,,,"Lambayeque, Peru"
-76.604498,-11.766533,476,Lima,Peru,2020/12/12 01:27:11+00,-11.766533,-76.604498,435479,0,16335,419144,,,"Lima, Peru"
-74.424115,-4.124847,477,Loreto,Peru,2020/12/12 01:27:11+00,-4.124847,-74.424115,25231,0,995,24236,,,"Loreto, Peru"
-70.53172,-11.972699,478,Madre de Dios,Peru,2020/12/12 01:27:11+00,-11.972699,-70.53172,9345,0,151,9194,,,"Madre de Dios, Peru"
-70.839046,-16.860271,479,Moquegua,Peru,2020/12/12 01:27:11+00,-16.860271,-70.839046,15563,0,292,15271,,,"Moquegua, Peru"
-75.307635,-10.39655,480,Pasco,Peru,2020/12/12 01:27:11+00,-10.39655,-75.307635,6343,0,127,6216,,,"Pasco, Peru"
-80.335861,-5.133361,481,Piura,Peru,2020/12/12 01:27:11+00,-5.133361,-80.335861,41522,0,2154,39368,,,"Piura, Peru"
-69.922726,-14.995827,482,Puno,Peru,2020/12/12 01:27:11+00,-14.995827,-69.922726,18769,0,377,18392,,,"Puno, Peru"
-76.729127,-7.039531,483,San Martin,Peru,2020/12/12 01:27:11+00,-7.039531,-76.729127,24643,0,783,23860,,,"San Martin, Peru"
-70.27756,-17.644161,484,Tacna,Peru,2020/12/12 01:27:11+00,-17.644161,-70.27756,14277,0,255,14022,,,"Tacna, Peru"
-80.545255,-3.857496,485,Tumbes,Peru,2020/12/12 01:27:11+00,-3.857496,-80.545255,9248,0,333,8915,,,"Tumbes, Peru"
-73.444929,-9.621718,486,Ucayali,Peru,2020/12/12 01:27:11+00,-9.621718,-73.444929,19661,0,378,19283,,,"Ucayali, Peru"
,,487,Unknown,Peru,2020/12/12 01:27:11+00,,,0,914600,0,-914600,,,"Unknown, Peru"
121.774017,12.879721,488,,Philippines,2020/12/12 01:27:11+00,12.879721,121.774017,447039,409329,8709,29001,,,Philippines
19.1451,51.9194,489,,Poland,2020/12/12 01:27:11+00,51.9194,19.1451,1115201,815356,22174,277671,,,Poland
-8.2245,39.3999,490,,Portugal,2020/12/12 01:27:11+00,39.3999,-8.2245,340287,263648,5373,71266,,,Portugal
51.1839,25.3548,491,,Qatar,2020/12/12 01:27:11+00,25.3548,51.1839,140680,138194,240,2246,,,Qatar
24.9668,45.9432,492,,Romania,2020/12/12 01:27:11+00,45.9432,24.9668,545567,443168,13116,89283,,,Romania
40.1520421,44.6939006,493,Adygea Republic,Russia,2020/12/12 01:27:11+00,44.6939006,40.1520421,9133,7265,71,1797,,,"Adygea Republic, Russia"
82.6931424,52.6932243,494,Altai Krai,Russia,2020/12/12 01:27:11+00,52.6932243,82.6931424,28579,26453,669,1457,,,"Altai Krai, Russia"
86.8572186,50.7114101,495,Altai Republic,Russia,2020/12/12 01:27:11+00,50.7114101,86.8572186,12225,11765,51,409,,,"Altai Republic, Russia"
128.437295,52.8032368,496,Amur Oblast,Russia,2020/12/12 01:27:11+00,52.8032368,128.437295,13014,11570,98,1346,,,"Amur Oblast, Russia"
43.1221646,63.5589686,497,Arkhangelsk Oblast,Russia,2020/12/12 01:27:11+00,63.5589686,43.1221646,35591,26054,375,9162,,,"Arkhangelsk Oblast, Russia"
47.608851,47.1878186,498,Astrakhan Oblast,Russia,2020/12/12 01:27:11+00,47.1878186,47.608851,15440,10900,295,4245,,,"Astrakhan Oblast, Russia"
57.1439682,54.8573563,499,Bashkortostan Republic,Russia,2020/12/12 01:27:11+00,54.8573563,57.1439682,15859,12911,97,2851,,,"Bashkortostan Republic, Russia"
37.5837615,50.7080119,500,Belgorod Oblast,Russia,2020/12/12 01:27:11+00,50.7080119,37.5837615,18160,16263,147,1750,,,"Belgorod Oblast, Russia"
33.415853,52.8873315,501,Bryansk Oblast,Russia,2020/12/12 01:27:11+00,52.8873315,33.415853,19132,16840,161,2131,,,"Bryansk Oblast, Russia"
109.492143,52.7182426,502,Buryatia Republic,Russia,2020/12/12 01:27:11+00,52.7182426,109.492143,21578,19610,496,1472,,,"Buryatia Republic, Russia"
45.6985005,43.3976147,503,Chechen Republic,Russia,2020/12/12 01:27:11+00,43.3976147,45.6985005,5897,2921,82,2894,,,"Chechen Republic, Russia"
61.1865846,54.4223954,504,Chelyabinsk Oblast,Russia,2020/12/12 01:27:11+00,54.4223954,61.1865846,28531,22647,378,5506,,,"Chelyabinsk Oblast, Russia"
169.4900869,66.0006475,505,Chukotka Autonomous Okrug,Russia,2020/12/12 01:27:11+00,66.0006475,169.4900869,429,386,4,39,,,"Chukotka Autonomous Okrug, Russia"
47.0849429,55.4259922,506,Chuvashia Republic,Russia,2020/12/12 01:27:11+00,55.4259922,47.0849429,13916,12539,356,1021,,,"Chuvashia Republic, Russia"
47.1332224,43.0574916,507,Dagestan Republic,Russia,2020/12/12 01:27:11+00,43.0574916,47.1332224,20370,17904,1026,1440,,,"Dagestan Republic, Russia"
45.0171355200001,43.1154207500001,508,Ingushetia Republic,Russia,2020/12/12 01:27:11+00,43.11542075,45.01713552,10392,8875,120,1397,,,"Ingushetia Republic, Russia"
104.719221,56.6370122,509,Irkutsk Oblast,Russia,2020/12/12 01:27:11+00,56.6370122,104.719221,35096,30918,933,3245,,,"Irkutsk Oblast, Russia"
41.4352137,56.9167446,510,Ivanovo Oblast,Russia,2020/12/12 01:27:11+00,56.9167446,41.4352137,17641,12903,337,4401,,,"Ivanovo Oblast, Russia"
132.6630746,48.57527615,511,Jewish Autonomous Okrug,Russia,2020/12/12 01:27:11+00,48.57527615,132.6630746,3276,2194,53,1029,,,"Jewish Autonomous Okrug, Russia"
43.5978976,43.4806048,512,Kabardino-Balkarian Republic,Russia,2020/12/12 01:27:11+00,43.4806048,43.5978976,13797,11415,235,2147,,,"Kabardino-Balkarian Republic, Russia"
21.1489473,54.7293041,513,Kaliningrad Oblast,Russia,2020/12/12 01:27:11+00,54.7293041,21.1489473,13659,10406,132,3121,,,"Kaliningrad Oblast, Russia"
45.3275745,46.2313018,514,Kalmykia Republic,Russia,2020/12/12 01:27:11+00,46.2313018,45.3275745,12708,10439,166,2103,,,"Kalmykia Republic, Russia"
35.5272854,54.4382773,515,Kaluga Oblast,Russia,2020/12/12 01:27:11+00,54.4382773,35.5272854,17674,16591,124,959,,,"Kaluga Oblast, Russia"
160.0383819,57.1914882,516,Kamchatka Krai,Russia,2020/12/12 01:27:11+00,57.1914882,160.0383819,8523,7500,82,941,,,"Kamchatka Krai, Russia"
41.7267991,43.7368326,517,Karachay-Cherkess Republic,Russia,2020/12/12 01:27:11+00,43.7368326,41.7267991,13274,11692,36,1546,,,"Karachay-Cherkess Republic, Russia"
33.4920267,62.6194031,518,Karelia Republic,Russia,2020/12/12 01:27:11+00,62.6194031,33.4920267,20068,12654,123,7291,,,"Karelia Republic, Russia"
87.342861,54.5335781,519,Kemerovo Oblast,Russia,2020/12/12 01:27:11+00,54.5335781,87.342861,22693,19369,418,2906,,,"Kemerovo Oblast, Russia"
136.121524,51.6312684,520,Khabarovsk Krai,Russia,2020/12/12 01:27:11+00,51.6312684,136.121524,28270,22325,176,5769,,,"Khabarovsk Krai, Russia"
91.4429362700001,53.72258845,521,Khakassia Republic,Russia,2020/12/12 01:27:11+00,53.72258845,91.44293627,14053,10727,169,3157,,,"Khakassia Republic, Russia"
69.0982628,61.0259025,522,Khanty-Mansi Autonomous Okrug,Russia,2020/12/12 01:27:11+00,61.0259025,69.0982628,36784,32475,460,3849,,,"Khanty-Mansi Autonomous Okrug, Russia"
49.4074599,57.9665589,523,Kirov Oblast,Russia,2020/12/12 01:27:11+00,57.9665589,49.4074599,20805,14017,208,6580,,,"Kirov Oblast, Russia"
54.3326073,63.9881421,524,Komi Republic,Russia,2020/12/12 01:27:11+00,63.9881421,54.3326073,24511,20907,452,3152,,,"Komi Republic, Russia"
44.2533273,58.424756,525,Kostroma Oblast,Russia,2020/12/12 01:27:11+00,58.424756,44.2533273,12739,9458,200,3081,,,"Kostroma Oblast, Russia"
39.0261044,45.7684014,526,Krasnodar Krai,Russia,2020/12/12 01:27:11+00,45.7684014,39.0261044,24003,16237,684,7082,,,"Krasnodar Krai, Russia"
97.0979974,63.3233807,527,Krasnoyarsk Krai,Russia,2020/12/12 01:27:11+00,63.3233807,97.0979974,39910,32559,1329,6022,,,"Krasnoyarsk Krai, Russia"
64.5632681,55.7655302,528,Kurgan Oblast,Russia,2020/12/12 01:27:11+00,55.7655302,64.5632681,9864,8646,122,1096,,,"Kurgan Oblast, Russia"
36.4852695,51.6568453,529,Kursk Oblast,Russia,2020/12/12 01:27:11+00,51.6568453,36.4852695,17151,15399,234,1518,,,"Kursk Oblast, Russia"
32.3925325,60.1853296,530,Leningrad Oblast,Russia,2020/12/12 01:27:11+00,60.1853296,32.3925325,19299,15947,167,3185,,,"Leningrad Oblast, Russia"
39.1122664,52.6935178,531,Lipetsk Oblast,Russia,2020/12/12 01:27:11+00,52.6935178,39.1122664,12837,10099,162,2576,,,"Lipetsk Oblast, Russia"
153.9903764,62.48858785,532,Magadan Oblast,Russia,2020/12/12 01:27:11+00,62.48858785,153.9903764,6178,5648,57,473,,,"Magadan Oblast, Russia"
47.8817512,56.5767504,533,Mari El Republic,Russia,2020/12/12 01:27:11+00,56.5767504,47.8817512,8138,7246,104,788,,,"Mari El Republic, Russia"
44.4661144,54.4419829,534,Mordovia Republic,Russia,2020/12/12 01:27:11+00,54.4419829,44.4661144,11730,9535,71,2124,,,"Mordovia Republic, Russia"
37.6174943,55.7504461,535,Moscow,Russia,2020/12/12 01:27:11+00,55.7504461,37.6174943,679163,518889,9722,150552,,,"Moscow, Russia"
38.0353929,55.5043158,536,Moscow Oblast,Russia,2020/12/12 01:27:11+00,55.5043158,38.0353929,124984,88329,2407,34248,,,"Moscow Oblast, Russia"
33.9999151,68.0000418,537,Murmansk Oblast,Russia,2020/12/12 01:27:11+00,68.0000418,33.9999151,30571,27733,537,2301,,,"Murmansk Oblast, Russia"
57.1686375,68.2755718500001,538,Nenets Autonomous Okrug,Russia,2020/12/12 01:27:11+00,68.27557185,57.1686375,706,673,0,33,,,"Nenets Autonomous Okrug, Russia"
44.0911594,55.4718033,539,Nizhny Novgorod Oblast,Russia,2020/12/12 01:27:11+00,55.4718033,44.0911594,59831,53386,1335,5110,,,"Nizhny Novgorod Oblast, Russia"
44.6324493,42.7933611,540,North Ossetia - Alania Republic,Russia,2020/12/12 01:27:11+00,42.7933611,44.6324493,10262,8843,81,1338,,,"North Ossetia - Alania Republic, Russia"
32.5169757,58.2843833,541,Novgorod Oblast,Russia,2020/12/12 01:27:11+00,58.2843833,32.5169757,14121,10116,96,3909,,,"Novgorod Oblast, Russia"
79.4813924,54.9720169,542,Novosibirsk Oblast,Russia,2020/12/12 01:27:11+00,54.9720169,79.4813924,24629,20297,820,3512,,,"Novosibirsk Oblast, Russia"
73.5099936,56.0935263,543,Omsk Oblast,Russia,2020/12/12 01:27:11+00,56.0935263,73.5099936,25245,22910,721,1614,,,"Omsk Oblast, Russia"
36.0692477,52.9685433,544,Orel Oblast,Russia,2020/12/12 01:27:11+00,52.9685433,36.0692477,17810,15734,221,1855,,,"Orel Oblast, Russia"
54.7276647,52.0269262,545,Orenburg Oblast,Russia,2020/12/12 01:27:11+00,52.0269262,54.7276647,25167,21856,254,3057,,,"Orenburg Oblast, Russia"
44.7879181,53.1655415,546,Penza Oblast,Russia,2020/12/12 01:27:11+00,53.1655415,44.7879181,22177,18579,269,3329,,,"Penza Oblast, Russia"
56.3159546,58.5951603,547,Perm Krai,Russia,2020/12/12 01:27:11+00,58.5951603,56.3159546,24071,18169,808,5094,,,"Perm Krai, Russia"
134.726645,45.0819456,548,Primorsky Krai,Russia,2020/12/12 01:27:11+00,45.0819456,134.726645,24503,17186,280,7037,,,"Primorsky Krai, Russia"
28.8586826,57.5358729,549,Pskov Oblast,Russia,2020/12/12 01:27:11+00,57.5358729,28.8586826,15615,8012,81,7522,,,"Pskov Oblast, Russia"
40.7957942,47.6222451,550,Rostov Oblast,Russia,2020/12/12 01:27:11+00,47.6222451,40.7957942,43921,35535,1599,6787,,,"Rostov Oblast, Russia"
40.5705246,54.4226732,551,Ryazan Oblast,Russia,2020/12/12 01:27:11+00,54.4226732,40.5705246,15426,13973,106,1347,,,"Ryazan Oblast, Russia"
30.1586551,59.9606739,552,Saint Petersburg,Russia,2020/12/12 01:27:11+00,59.9606739,30.1586551,166942,94188,6178,66576,,,"Saint Petersburg, Russia"
129.642371,66.941626,553,Sakha (Yakutiya) Republic,Russia,2020/12/12 01:27:11+00,66.941626,129.642371,22364,19753,321,2290,,,"Sakha (Yakutiya) Republic, Russia"
143.448533,49.7219665,554,Sakhalin Oblast,Russia,2020/12/12 01:27:11+00,49.7219665,143.448533,12823,9798,10,3015,,,"Sakhalin Oblast, Russia"
50.8914633,53.2128813,555,Samara Oblast,Russia,2020/12/12 01:27:11+00,53.2128813,50.8914633,25343,23154,485,1704,,,"Samara Oblast, Russia"
46.8631952,51.6520555,556,Saratov Oblast,Russia,2020/12/12 01:27:11+00,51.6520555,46.8631952,29982,25415,300,4267,,,"Saratov Oblast, Russia"
33.0192065,55.0343496,557,Smolensk Oblast,Russia,2020/12/12 01:27:11+00,55.0343496,33.0192065,13923,10111,296,3516,,,"Smolensk Oblast, Russia"
43.4406913,44.8632577,558,Stavropol Krai,Russia,2020/12/12 01:27:11+00,44.8632577,43.4406913,30262,26874,615,2773,,,"Stavropol Krai, Russia"
61.8021546,58.6414755,559,Sverdlovsk Oblast,Russia,2020/12/12 01:27:11+00,58.6414755,61.8021546,50570,42831,1179,6560,,,"Sverdlovsk Oblast, Russia"
41.3578918,52.9019574,560,Tambov Oblast,Russia,2020/12/12 01:27:11+00,52.9019574,41.3578918,14661,13143,134,1384,,,"Tambov Oblast, Russia"
52.4310427300001,55.7648572,561,Tatarstan Republic,Russia,2020/12/12 01:27:11+00,55.7648572,52.43104273,11323,9922,161,1240,,,"Tatarstan Republic, Russia"
82.0475315,58.6124279,562,Tomsk Oblast,Russia,2020/12/12 01:27:11+00,58.6124279,82.0475315,20648,15908,190,4550,,,"Tomsk Oblast, Russia"
37.3690909,53.9570701,563,Tula Oblast,Russia,2020/12/12 01:27:11+00,53.9570701,37.3690909,18698,16426,544,1728,,,"Tula Oblast, Russia"
35.1744428,57.1134475,564,Tver Oblast,Russia,2020/12/12 01:27:11+00,57.1134475,35.1744428,17565,12331,410,4824,,,"Tver Oblast, Russia"
70.3658837,58.8206488,565,Tyumen Oblast,Russia,2020/12/12 01:27:11+00,58.8206488,70.3658837,20058,18586,160,1312,,,"Tyumen Oblast, Russia"
93.8582593,51.4017149,566,Tyva Republic,Russia,2020/12/12 01:27:11+00,51.4017149,93.8582593,13448,12320,140,988,,,"Tyva Republic, Russia"
52.6959832,57.1961165,567,Udmurt Republic,Russia,2020/12/12 01:27:11+00,57.1961165,52.6959832,15428,12256,323,2849,,,"Udmurt Republic, Russia"
47.2324921,54.1463177,568,Ulyanovsk Oblast,Russia,2020/12/12 01:27:11+00,54.1463177,47.2324921,30601,27363,405,2833,,,"Ulyanovsk Oblast, Russia"
40.6561633,56.0503336,569,Vladimir Oblast,Russia,2020/12/12 01:27:11+00,56.0503336,40.6561633,14892,13247,368,1277,,,"Vladimir Oblast, Russia"
44.2903582,49.6048339,570,Volgograd Oblast,Russia,2020/12/12 01:27:11+00,49.6048339,44.2903582,29939,28538,359,1042,,,"Volgograd Oblast, Russia"
43.1215213,60.0391461,571,Vologda Oblast,Russia,2020/12/12 01:27:11+00,60.0391461,43.1215213,16148,11755,277,4116,,,"Vologda Oblast, Russia"
40.1506507,50.9800393,572,Voronezh Oblast,Russia,2020/12/12 01:27:11+00,50.9800393,40.1506507,38470,36863,789,818,,,"Voronezh Oblast, Russia"
74.3415488,67.1471631,573,Yamalo-Nenets Autonomous Okrug,Russia,2020/12/12 01:27:11+00,67.1471631,74.3415488,28459,20287,283,7889,,,"Yamalo-Nenets Autonomous Okrug, Russia"
39.0021095,57.7781976,574,Yaroslavl Oblast,Russia,2020/12/12 01:27:11+00,57.7781976,39.0021095,18494,17527,107,860,,,"Yaroslavl Oblast, Russia"
